post_id,original_comment,cleaned_comment,comment_length,cleaned_length,language,vader_sentiment,vader_score,textblob_sentiment,textblob_score,final_sentiment,Post_ID
CTAsMUczCi,This store is just fine; it serves its purpose but doesn't really stand out from others in the area.,store fine serf purpose doesnt really stand others area.,19,9,en,positive,0.1027,positive,0.30833333333333335,positive,139
xqxXbBkxKw,"I’m always impressed by the variety and quality of the products here! The prices are great, making shopping enjoyable every time.","always impressed variety quality product here! price great, making shopping enjoyable every time.",21,13,en,positive,0.8858,positive,0.7666666666666666,positive,140
xqxXbBkxKw,"They have some great discounts, but I’ve noticed a lack of stock on some items. Overall, it’s still a good supermarket.","great discounts, ive noticed lack stock items. overall, still good supermarket.",21,11,en,positive,0.5346,positive,0.5,positive,141
xqxXbBkxKw,"This store is decent for basics, but I wish they would improve their selection of international foods.","store decent basics, wish would improve selection international foods.",17,9,en,positive,0.8126,neutral,0.08333333333333333,positive,142
xqxXbBkxKw,The staff was unhelpful when I needed assistance today. I was left wandering around without much guidance.,staff unhelpful needed assistance today. left wandering around without much guidance.,17,11,en,neutral,0.0,neutral,0.1,neutral,143
xqxXbBkxKw,"I was very disappointed with my shopping trip today. Items were out of stock, and the shelves looked messy.","disappointed shopping trip today. item stock, shelf looked messy.",19,9,en,negative,-0.7089,negative,-0.5875,negative,144
xqxXbBkxKw,"This place is a nightmare! The customer service was terrible, and I didn’t find what I was looking for. Never again!","place nightmare! customer service terrible, didnt find looking for. never again!",21,11,en,negative,-0.5696,negative,-1.0,negative,145
xqxXbBkxKw,"It’s a basic supermarket that gets the job done. Not my favorite, but I shop here when I need essentials.","basic supermarket get job done. favorite, shop need essentials.",20,9,en,negative,-0.1877,positive,0.25,positive,146
xqxXbBkxKw,"The quality of the fresh products is exceptional! I always find what I’m looking for, and the staff is friendly.","quality fresh product exceptional! always find looking for, staff friendly.",20,10,en,positive,0.6996,positive,0.5027777777777778,positive,147
xqxXbBkxKw,"Had a slight issue with a return, but the staff handled it well. Overall, a pleasant experience at the store!","slight issue return, staff handled well. overall, pleasant experience store!",20,10,en,positive,0.8122,positive,0.25,positive,148
xqxXbBkxKw,"Just another grocery store. It’s functional, but it doesn’t offer anything special that would make me come back.","another grocery store. functional, doesnt offer anything special would make come back.",18,12,en,positive,0.5499,positive,0.17857142857142858,positive,149
iJShRkzzYQ,This store is fantastic! I love the quality of the products and the friendly atmosphere. It’s always a pleasure to shop here.,store fantastic! love quality product friendly atmosphere. always pleasure shop here.,22,11,en,positive,0.9432,positive,0.4583333333333333,positive,150
iJShRkzzYQ,"Some great deals, but the selection of vegan products could be improved. Still, it’s my go-to for groceries.","great deals, selection vegan product could improved. still, goto groceries.",18,10,en,positive,0.7717,positive,0.8,positive,151
iJShRkzzYQ,"It’s a pretty average supermarket, but I find what I need most of the time. Could use some better organization.","pretty average supermarket, find need time. could use better organization.",20,10,en,positive,0.714,positive,0.275,positive,152
iJShRkzzYQ,"My experience today was not great. The store was too busy, and it took forever to check out. Very frustrating!","experience today great. store busy, took forever check out. frustrating!",20,10,en,negative,-0.7769,negative,-0.3166666666666667,negative,153
iJShRkzzYQ,"Disappointed with my visit today. The quality of some items was poor, and I had difficulty finding help.","disappointed visit today. quality item poor, difficulty finding help.",18,9,en,negative,-0.7096,negative,-0.575,negative,154
iJShRkzzYQ,"Awful experience today! The staff was rude, and I was very unhappy with the overall service. Won't be returning!","awful experience today! staff rude, unhappy overall service. wont returning!",19,10,en,negative,-0.865,negative,-0.52,negative,155
iJShRkzzYQ,"It’s fine for quick shopping trips, but I’d prefer a store with a better selection of products.","fine quick shopping trips, prefer store better selection products.",17,9,en,positive,0.6428,positive,0.4166666666666667,positive,156
iJShRkzzYQ,"Excellent customer service! The staff is always willing to assist, and the products are of high quality. Highly recommend!","excellent customer service! staff always willing assist, product high quality. highly recommend!",19,12,en,positive,0.7951,positive,0.40249999999999997,positive,157
iJShRkzzYQ,"Had an issue with one of my items, but they resolved it quickly. Good overall experience despite minor hiccups.","issue one items, resolved quickly. good overall experience despite minor hiccups.",19,11,en,positive,0.7096,positive,0.21666666666666665,positive,158
iJShRkzzYQ,It’s a standard supermarket. It meets my needs but doesn’t stand out among other stores in the area.,standard supermarket. meet need doesnt stand among store area.,18,9,en,neutral,0.0,neutral,-0.0625,neutral,159
4WHtkMy2cc,"I absolutely love this supermarket! The staff is friendly, and the fresh produce is always exceptional. It’s my favorite place to shop.","absolutely love supermarket! staff friendly, fresh produce always exceptional. favorite place shop.",22,12,en,positive,0.9267,positive,0.49333333333333335,positive,160
4WHtkMy2cc,"They have some nice sales, but I noticed that certain items are often out of stock. Still a good choice for groceries.","nice sales, noticed certain item often stock. still good choice groceries.",22,11,en,positive,0.8126,positive,0.5047619047619047,positive,161
4WHtkMy2cc,"The store layout is somewhat confusing, which makes shopping a little difficult. Overall, it’s decent for everyday items.","store layout somewhat confusing, make shopping little difficult. overall, decent everyday items.",18,12,en,negative,-0.4242,negative,-0.17013888888888892,negative,162
4WHtkMy2cc,"My checkout experience today was very poor. I had to wait too long, which dampened my shopping experience.","checkout experience today poor. wait long, dampened shopping experience.",18,9,en,negative,-0.5256,negative,-0.28500000000000003,negative,163
4WHtkMy2cc,I had a bad experience with the deli counter today. They messed up my order and were slow to respond.,bad experience deli counter today. messed order slow respond.,20,9,en,negative,-0.7096,negative,-0.49999999999999994,negative,164
4WHtkMy2cc,This store has really disappointed me. Poor selection and terrible customer service. I won’t be coming back anytime soon.,store really disappointed me. poor selection terrible customer service. wont coming back anytime soon.,19,14,en,negative,-0.8707,negative,-0.5375,negative,165
4WHtkMy2cc,It’s an average supermarket. It does the job but doesn’t have any standout features that would attract me.,average supermarket. job doesnt standout feature would attract me.,18,9,en,positive,0.5023,negative,-0.15,positive,166
4WHtkMy2cc,"Great deals every week! I always find what I’m looking for, and the staff is very helpful. Highly recommended!","great deal every week! always find looking for, staff helpful. highly recommended!",19,12,en,positive,0.8788,positive,0.4666666666666666,positive,167
4WHtkMy2cc,"I had a small issue at checkout, but the staff was very nice and helped me resolve it quickly.","small issue checkout, staff nice helped resolve quickly.",19,8,en,positive,0.8196,positive,0.28777777777777774,positive,168
4WHtkMy2cc,"Just a regular store. It meets my basic grocery needs, but it’s not a place I look forward to visiting.","regular store. meet basic grocery needs, place look forward visiting.",20,10,en,neutral,0.0,neutral,0.0,neutral,169
VOFaLJ9tGf,"This supermarket is a breath of fresh air! The prices are amazing, and the staff is always so friendly and helpful.","supermarket breath fresh air! price amazing, staff always friendly helpful.",21,10,en,positive,0.927,positive,0.45,positive,170
VOFaLJ9tGf,"While there are some good deals, I’d love to see more variety in their health food section. It’s a decent store overall.","good deals, love see variety health food section. decent store overall.",22,11,en,positive,0.7964,positive,0.37333333333333335,positive,171
VOFaLJ9tGf,"It’s a nice store, but I feel like it could offer a better range of specialty items. Great for basics, though!","nice store, feel like could offer better range specialty items. great basics, though!",21,13,en,positive,0.9427,positive,0.7000000000000001,positive,172
VOFaLJ9tGf,"The staff was overwhelmed today, and it was hard to find help. I hope they can improve in this area.","staff overwhelmed today, hard find help. hope improve area.",20,9,en,positive,0.8074,negative,-0.2916666666666667,positive,173
VOFaLJ9tGf,"My visit today was not pleasant. The store was cluttered, and I struggled to find several items on my list.","visit today pleasant. store cluttered, struggled find several item list.",20,10,en,negative,-0.6251,negative,-0.18333333333333332,negative,174
